payslip_id,end,employee_code,code,amount
f18af29c-da5f-4aca-968a-72142c81e64c,2018-08-26,2355,A073 - NW Site Allowance,2082.5
f18af29c-da5f-4aca-968a-72142c81e64c,2018-08-26,2355,P001 - Co. Super 9.5%,393.63
4319e3c2-770c-44e2-b027-a5656ea51dfe,2018-08-26,50015418,1 - Normal,3888.86
4319e3c2-770c-44e2-b027-a5656ea51dfe,2018-08-26,50015418,11 - Sck/Pers,333.33
4319e3c2-770c-44e2-b027-a5656ea51dfe,2018-08-26,50015418,P001 - Co. Super 9.5%,596.77
04646fb6-3b87-428e-8d5b-18b1db39d910,2019-10-06,50015418,1 - Normal,4348.88
04646fb6-3b87-428e-8d5b-18b1db39d910,2019-10-06,50015418,P001 - Co. Super 9.5%,413.14
208eeaaf-2dc6-44a9-853e-57ff8624a77b,2017-12-03,1155,1 - Normal,4019.23
208eeaaf-2dc6-44a9-853e-57ff8624a77b,2017-12-03,1155,P001 - Co. Super 9.5%,381.83
ac04d6fe-32a6-4cba-9bfa-4652218ff3b4,2017-12-03,1963,1 - Normal,3467.59
ac04d6fe-32a6-4cba-9bfa-4652218ff3b4,2017-12-03,1963,P001 - Co. Super 9.5%,329.42
8731f565-dd4c-4bb8-860b-0be9b2ba5b2d,2017-12-03,2355,1 - Normal,3953.52
8731f565-dd4c-4bb8-860b-0be9b2ba5b2d,2017-12-03,2355,2 - O/T 1.5,1898.07
8731f565-dd4c-4bb8-860b-0be9b2ba5b2d,2017-12-03,2355,A012 - Pager/On call,299.88
8731f565-dd4c-4bb8-860b-0be9b2ba5b2d,2017-12-03,2355,A042 - L - TRAVEL ALLOWANCE,120.0
8731f565-dd4c-4bb8-860b-0be9b2ba5b2d,2017-12-03,2355,P001 - Co. Super 9.5%,375.58
5ba90c59-86d6-4f71-9e96-7ad6f280dcaf,2017-12-03,50015418,1 - Normal,3685.63
5ba90c59-86d6-4f71-9e96-7ad6f280dcaf,2017-12-03,50015418,10 - Annual Lve,433.6
5ba90c59-86d6-4f71-9e96-7ad6f280dcaf,2017-12-03,50015418,A010 - Lve Ldg 17.5%,75.88
5ba90c59-86d6-4f71-9e96-7ad6f280dcaf,2017-12-03,50015418,P001 - Co. Super 9.5%,391.33
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,1 - Normal,1744.64
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,2 - O/T 1.5,654.24
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,10 - Annual Lve,2398.88
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,A010 - Lve Ldg 17.5%,419.8
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,A073 - NW Site Allowance,612.0
933f4a3e-22a4-4c1c-8e5b-32d35247a68e,2018-09-09,2355,P001 - Co. Super 9.5%,393.63
304059c0-f9a4-43fb-8ee8-61bcc1d9eadc,2018-09-09,50015418,1 - Normal,4222.2
304059c0-f9a4-43fb-8ee8-61bcc1d9eadc,2018-09-09,50015418,P001 - Co. Super 9.5%,401.11
609de80d-beac-44d3-959b-9473183ba92d,2019-07-14,50015418,1 - Normal,4348.88
609de80d-beac-44d3-959b-9473183ba92d,2019-07-14,50015418,P001 - Co. Super 9.5%,413.14
89ef5624-5311-495f-9c25-5e41b1e7f79c,2018-02-11,1963,1 - Normal,3285.09
89ef5624-5311-495f-9c25-5e41b1e7f79c,2018-02-11,1963,11 - Sck/Pers,182.5
89ef5624-5311-495f-9c25-5e41b1e7f79c,2018-02-11,1963,P001 - Co. Super 9.5%,329.42
b18210c2-b56d-4fee-a44d-23762cfbfa82,2018-02-11,2355,1 - Normal,4702.35
b18210c2-b56d-4fee-a44d-23762cfbfa82,2018-02-11,2355,10 - Annual Lve,327.12
b18210c2-b56d-4fee-a44d-23762cfbfa82,2018-02-11,2355,A010 - Lve Ldg 17.5%,57.25
b18210c2-b56d-4fee-a44d-23762cfbfa82,2018-02-11,2355,A012 - Pager/On call,235.62
b18210c2-b56d-4fee-a44d-23762cfbfa82,2018-02-11,2355,P001 - Co. Super 9.5%,477.8
a6b4cb78-83a1-4a81-9228-8b7e2e408d45,2018-02-11,50015418,1 - Normal,4119.23
a6b4cb78-83a1-4a81-9228-8b7e2e408d45,2018-02-11,50015418,P001 - Co. Super 9.5%,391.33
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,1 - Normal,3271.2
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,2 - O/T 1.5,2944.08
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,13 - Public Hol,872.32
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,A012 - Pager/On call,299.88
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,A042 - L - TRAVEL ALLOWANCE,360.0
75b14b00-7450-4178-b7ff-882d523013ee,2019-05-05,2355,P001 - Co. Super 9.5%,393.63
78528b3a-3232-48a7-8ef7-cf9fc8b95c01,2019-05-05,50015418,1 - Normal,4222.2
78528b3a-3232-48a7-8ef7-cf9fc8b95c01,2019-05-05,50015418,P001 - Co. Super 9.5%,401.11
ef6b266a-7c1a-4780-935f-681e713c46cd,2019-05-05,50015418,A115 -  Incentive,9197.75
ef6b266a-7c1a-4780-935f-681e713c46cd,2019-05-05,50015418,P001 - Co. Super 9.5%,873.79
ef6b266a-7c1a-4780-935f-681e713c46cd,2019-05-05,50015418,DMTX - AUS marginal Tax,3588.0
76a5ae98-7f08-42f5-9beb-bb2a42f061da,2019-09-08,50015418,1 - Normal,4005.55
76a5ae98-7f08-42f5-9beb-bb2a42f061da,2019-09-08,50015418,10 - Annual Lve,343.33
76a5ae98-7f08-42f5-9beb-bb2a42f061da,2019-09-08,50015418,A010 - Lve Ldg 17.5%,60.08
76a5ae98-7f08-42f5-9beb-bb2a42f061da,2019-09-08,50015418,P001 - Co. Super 9.5%,418.85
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,1 - Normal,4143.52
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,2 - O/T 1.5,2671.48
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,13 - Public Hol,436.16
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,A012 - Pager/On call,149.94
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,A042 - L - TRAVEL ALLOWANCE,300.0
adad8f87-cc92-4caf-9ffa-41ad121f787b,2019-02-10,2355,P001 - Co. Super 9.5%,435.07
f13ac8db-69c8-47d7-ab37-eb9f1bd74ffe,2019-02-10,50015418,1 - Normal,4222.2
f13ac8db-69c8-47d7-ab37-eb9f1bd74ffe,2019-02-10,50015418,P001 - Co. Super 9.5%,401.11
0c5059cc-7478-469a-a21a-a45e6ca17487,2018-07-15,2355,1 - Normal,4143.52
0c5059cc-7478-469a-a21a-a45e6ca17487,2018-07-15,2355,2 - O/T 1.5,3598.32
0c5059cc-7478-469a-a21a-a45e6ca17487,2018-07-15,2355,A012 - Pager/On call,149.94
0c5059cc-7478-469a-a21a-a45e6ca17487,2018-07-15,2355,A042 - L - TRAVEL ALLOWANCE,300.0
0c5059cc-7478-469a-a21a-a45e6ca17487,2018-07-15,2355,P001 - Co. Super 9.5%,393.63
a076fa17-3797-4e2e-b47e-bf02084813bf,2018-07-15,50015418,1 - Normal,2444.43
a076fa17-3797-4e2e-b47e-bf02084813bf,2018-07-15,50015418,10 - Annual Lve,888.88
a076fa17-3797-4e2e-b47e-bf02084813bf,2018-07-15,50015418,11 - Sck/Pers,888.88
a076fa17-3797-4e2e-b47e-bf02084813bf,2018-07-15,50015418,A010 - Lve Ldg 17.5%,155.55
a076fa17-3797-4e2e-b47e-bf02084813bf,2018-07-15,50015418,P001 - Co. Super 9.5%,401.11
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,1 - Normal,3617.31
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,2 - O/T 1.5,110.01
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,3 - O/T 2.0,110.0
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,10 - Annual Lve,401.92
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,A010 - Lve Ldg 17.5%,70.34
24a438be-980f-43d4-8465-5b1d97cc5aa9,2017-11-05,1155,P001 - Co. Super 9.5%,381.83
e23c1f3c-1fca-4e8a-948d-9b37341e3c44,2017-11-05,1155,A115 -  Incentive,485.93
e23c1f3c-1fca-4e8a-948d-9b37341e3c44,2017-11-05,1155,DMTX - AUS marginal Tax,190.0
d4764316-db48-45c9-958f-ad5c263eeab4,2017-11-05,1963,1 - Normal,3467.59
d4764316-db48-45c9-958f-ad5c263eeab4,2017-11-05,1963,P001 - Co. Super 9.5%,329.42
ccc6bb61-11b7-41a9-83bf-0f29cff2a1c2,2017-11-05,2355,1 - Normal,3953.52
ccc6bb61-11b7-41a9-83bf-0f29cff2a1c2,2017-11-05,2355,2 - O/T 1.5,528.16
ccc6bb61-11b7-41a9-83bf-0f29cff2a1c2,2017-11-05,2355,A012 - Pager/On call,299.88
ccc6bb61-11b7-41a9-83bf-0f29cff2a1c2,2017-11-05,2355,P001 - Co. Super 9.5%,375.58
f316fa02-3d3d-46f1-9e86-8a366713d1c1,2017-11-05,50015418,1 - Normal,4119.23
f316fa02-3d3d-46f1-9e86-8a366713d1c1,2017-11-05,50015418,P001 - Co. Super 9.5%,391.33
a9f983da-12f0-4453-874b-bac5be793f73,2017-11-05,50015418,15 - A/L Cash Out,2059.62
a9f983da-12f0-4453-874b-bac5be793f73,2017-11-05,50015418,A010 - Lve Ldg 17.5%,360.43
a9f983da-12f0-4453-874b-bac5be793f73,2017-11-05,50015418,DMTX - AUS marginal Tax,832.0
f7b7eb60-deb5-4f0c-ab9b-9d55fd6f465f,2018-01-28,1963,1 - Normal,3467.59
f7b7eb60-deb5-4f0c-ab9b-9d55fd6f465f,2018-01-28,1963,P001 - Co. Super 9.5%,329.42
4d789714-c7c8-4dcb-8f1c-890d35d44f1f,2018-01-28,2355,1 - Normal,6133.5
4d789714-c7c8-4dcb-8f1c-890d35d44f1f,2018-01-28,2355,13 - Public Hol,327.12
4d789714-c7c8-4dcb-8f1c-890d35d44f1f,2018-01-28,2355,A012 - Pager/On call,299.88
4d789714-c7c8-4dcb-8f1c-890d35d44f1f,2018-01-28,2355,A042 - L - TRAVEL ALLOWANCE,240.0
4d789714-c7c8-4dcb-8f1c-890d35d44f1f,2018-01-28,2355,P001 - Co. Super 9.5%,613.76
81a22f99-c5b6-4af1-92d9-03c22f2c124f,2018-01-28,50015418,1 - Normal,4119.23
81a22f99-c5b6-4af1-92d9-03c22f2c124f,2018-01-28,50015418,P001 - Co. Super 9.5%,391.33
7b2cb9c3-8960-4d49-87a9-916e689688a1,2018-02-25,1963,1 - Normal,2983.95
7b2cb9c3-8960-4d49-87a9-916e689688a1,2018-02-25,1963,10 - Annual Lve,136.88
7b2cb9c3-8960-4d49-87a9-916e689688a1,2018-02-25,1963,11 - Sck/Pers,346.76
7b2cb9c3-8960-4d49-87a9-916e689688a1,2018-02-25,1963,A010 - Lve Ldg 17.5%,23.95
7b2cb9c3-8960-4d49-87a9-916e689688a1,2018-02-25,1963,P001 - Co. Super 9.5%,329.42
ac0ab4b5-5d7e-405f-92b3-d4442d902999,2018-02-25,2355,1 - Normal,2835.04
ac0ab4b5-5d7e-405f-92b3-d4442d902999,2018-02-25,2355,10 - Annual Lve,2071.76
ac0ab4b5-5d7e-405f-92b3-d4442d902999,2018-02-25,2355,A010 - Lve Ldg 17.5%,362.56
ac0ab4b5-5d7e-405f-92b3-d4442d902999,2018-02-25,2355,A012 - Pager/On call,149.94
ac0ab4b5-5d7e-405f-92b3-d4442d902999,2018-02-25,2355,P001 - Co. Super 9.5%,466.15
d7cb58cf-9222-48a1-8da3-ba9cff5b9590,2018-02-25,50015418,1 - Normal,2439.02
d7cb58cf-9222-48a1-8da3-ba9cff5b9590,2018-02-25,50015418,10 - Annual Lve,1680.21
d7cb58cf-9222-48a1-8da3-ba9cff5b9590,2018-02-25,50015418,A010 - Lve Ldg 17.5%,294.04
d7cb58cf-9222-48a1-8da3-ba9cff5b9590,2018-02-25,50015418,P001 - Co. Super 9.5%,391.33
03f07e78-9e54-4216-885e-e6ab4ee6b10f,2019-07-28,50015418,1 - Normal,4348.88
03f07e78-9e54-4216-885e-e6ab4ee6b10f,2019-07-28,50015418,P001 - Co. Super 9.5%,413.14
54c94e71-7390-4945-9546-540af76f5c35,2018-08-12,2355,1 - Normal,4143.52
54c94e71-7390-4945-9546-540af76f5c35,2018-08-12,2355,2 - O/T 1.5,1771.9
54c94e71-7390-4945-9546-540af76f5c35,2018-08-12,2355,A012 - Pager/On call,299.88
54c94e71-7390-4945-9546-540af76f5c35,2018-08-12,2355,A042 - L - TRAVEL ALLOWANCE,60.0
54c94e71-7390-4945-9546-540af76f5c35,2018-08-12,2355,P001 - Co. Super 9.5%,393.63
b9ac68e7-8d73-4e42-9100-bb3731a01d6f,2018-08-12,50015418,1 - Normal,4222.2
b9ac68e7-8d73-4e42-9100-bb3731a01d6f,2018-08-12,50015418,P001 - Co. Super 9.5%,401.11
04ddac55-7d2e-46f4-9dc0-b050356623a0,2017-11-19,1155,1 - Normal,4019.23
04ddac55-7d2e-46f4-9dc0-b050356623a0,2017-11-19,1155,P001 - Co. Super 9.5%,381.83
c156afd7-1f74-4124-be33-eaadb41ee252,2017-11-19,1963,1 - Normal,-2427.31
c156afd7-1f74-4124-be33-eaadb41ee252,2017-11-19,1963,11 - Sck/Pers,5894.9
c156afd7-1f74-4124-be33-eaadb41ee252,2017-11-19,1963,P001 - Co. Super 9.5%,329.42
fb95cdf6-a397-4bd2-94a8-c973ea83749c,2017-11-19,1963,A115 -  Incentive,901.57
fb95cdf6-a397-4bd2-94a8-c973ea83749c,2017-11-19,1963,P001 - Co. Super 9.5%,85.65
fb95cdf6-a397-4bd2-94a8-c973ea83749c,2017-11-19,1963,DMTX - AUS marginal Tax,352.0
e837f17a-9982-4175-8a0d-c1cfe77c6514,2017-11-19,2355,1 - Normal,3953.52
e837f17a-9982-4175-8a0d-c1cfe77c6514,2017-11-19,2355,2 - O/T 1.5,462.14
e837f17a-9982-4175-8a0d-c1cfe77c6514,2017-11-19,2355,A012 - Pager/On call,149.94
e837f17a-9982-4175-8a0d-c1cfe77c6514,2017-11-19,2355,P001 - Co. Super 9.5%,375.58
01c913a7-c0b2-4d6a-b2cb-1ed4f7afd327,2017-11-19,50015418,1 - Normal,4119.23
01c913a7-c0b2-4d6a-b2cb-1ed4f7afd327,2017-11-19,50015418,P001 - Co. Super 9.5%,391.33
a7d6271f-4941-431b-a892-bee1f8e1dee2,2017-11-19,50015418,A115 -  Incentive,2880.99
a7d6271f-4941-431b-a892-bee1f8e1dee2,2017-11-19,50015418,P001 - Co. Super 9.5%,273.69
a7d6271f-4941-431b-a892-bee1f8e1dee2,2017-11-19,50015418,DMTX - AUS marginal Tax,1124.0
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,1 - Normal,3816.4
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,2 - O/T 1.5,2453.4
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,11 - Sck/Pers,327.12
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,A012 - Pager/On call,149.94
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,A042 - L - TRAVEL ALLOWANCE,360.0
3f8f2825-3a72-425d-8a93-2ae6e2da43b0,2019-02-24,2355,P001 - Co. Super 9.5%,393.64
b2824657-8ba4-477f-82c0-bacbd213d91f,2019-02-24,50015418,1 - Normal,4222.2
b2824657-8ba4-477f-82c0-bacbd213d91f,2019-02-24,50015418,P001 - Co. Super 9.5%,401.11
8f65ae26-135f-4747-b9a7-17f6e97474dc,2018-04-08,1963,1 - Normal,693.52
8f65ae26-135f-4747-b9a7-17f6e97474dc,2018-04-08,1963,11 - Sck/Pers,2774.08
8f65ae26-135f-4747-b9a7-17f6e97474dc,2018-04-08,1963,P001 - Co. Super 9.5%,329.42
b23b1116-43b1-4d93-9a9f-11a1d62adf35,2018-04-08,2355,1 - Normal,4852.28
b23b1116-43b1-4d93-9a9f-11a1d62adf35,2018-04-08,2355,13 - Public Hol,763.28
b23b1116-43b1-4d93-9a9f-11a1d62adf35,2018-04-08,2355,A012 - Pager/On call,299.88
b23b1116-43b1-4d93-9a9f-11a1d62adf35,2018-04-08,2355,P001 - Co. Super 9.5%,393.63
b408918e-a3a4-413c-9637-0c161b632d10,2018-04-08,50015418,1 - Normal,4119.23
b408918e-a3a4-413c-9637-0c161b632d10,2018-04-08,50015418,P001 - Co. Super 9.5%,391.33
1fcc8287-caad-4ee4-b792-a48ab0928299,2018-10-21,2355,1 - Normal,4143.52
1fcc8287-caad-4ee4-b792-a48ab0928299,2018-10-21,2355,2 - O/T 1.5,872.32
1fcc8287-caad-4ee4-b792-a48ab0928299,2018-10-21,2355,A012 - Pager/On call,149.94
1fcc8287-caad-4ee4-b792-a48ab0928299,2018-10-21,2355,A042 - L - TRAVEL ALLOWANCE,120.0
1fcc8287-caad-4ee4-b792-a48ab0928299,2018-10-21,2355,P001 - Co. Super 9.5%,393.63
054d3548-5ed5-471a-9d7e-8bd7f9a019a2,2018-10-21,50015418,1 - Normal,4222.2
054d3548-5ed5-471a-9d7e-8bd7f9a019a2,2018-10-21,50015418,P001 - Co. Super 9.5%,401.11
e3da798e-6bc6-41de-bef9-4553ef438cdf,2018-07-29,2355,1 - Normal,4143.52
e3da798e-6bc6-41de-bef9-4553ef438cdf,2018-07-29,2355,2 - O/T 1.5,2235.32
e3da798e-6bc6-41de-bef9-4553ef438cdf,2018-07-29,2355,P001 - Co. Super 9.5%,393.63
2dd20b5c-7f3c-446a-93bd-2c8044f4d955,2018-07-29,50015418,1 - Normal,4222.2
2dd20b5c-7f3c-446a-93bd-2c8044f4d955,2018-07-29,50015418,P001 - Co. Super 9.5%,401.11
84d2efe1-3f9d-42e2-9f36-c083c660eb74,2019-11-03,50015418,1 - Normal,4348.88
84d2efe1-3f9d-42e2-9f36-c083c660eb74,2019-11-03,50015418,P001 - Co. Super 9.5%,413.14
e77be511-eb59-4da1-9d89-e27cff1b8ecb,2017-10-22,1155,1 - Normal,4019.23
e77be511-eb59-4da1-9d89-e27cff1b8ecb,2017-10-22,1155,P001 - Co. Super 9.5%,381.83
180c7086-46a5-43c1-92c7-b349d6816ce9,2017-10-22,1963,1 - Normal,3467.59
180c7086-46a5-43c1-92c7-b349d6816ce9,2017-10-22,1963,P001 - Co. Super 9.5%,329.42
0ee059bf-6123-4bec-9445-bd7e54c81721,2017-10-22,2355,1 - Normal,3953.52
0ee059bf-6123-4bec-9445-bd7e54c81721,2017-10-22,2355,2 - O/T 1.5,841.75
0ee059bf-6123-4bec-9445-bd7e54c81721,2017-10-22,2355,A012 - Pager/On call,299.88
0ee059bf-6123-4bec-9445-bd7e54c81721,2017-10-22,2355,P001 - Co. Super 9.5%,375.58
cbab9f17-1041-46e0-8261-a9995796a23e,2017-10-22,2355,A115 -  Incentive,200.0
cbab9f17-1041-46e0-8261-a9995796a23e,2017-10-22,2355,P001 - Co. Super 9.5%,19.0
cbab9f17-1041-46e0-8261-a9995796a23e,2017-10-22,2355,DMTX - AUS marginal Tax,52.0
2a8af3a2-9c72-462c-bd06-4bcf35afb317,2017-10-22,50015418,1 - Normal,4119.23
2a8af3a2-9c72-462c-bd06-4bcf35afb317,2017-10-22,50015418,P001 - Co. Super 9.5%,391.33
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,1 - Normal,915.55
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,13 - Public Hol,1373.33
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,T997 - Term G - Long Service Lve Post 17/8/93,14918.21
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,T998 - Term G - Lve Loading Post 17/8/93,1215.15
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,T999 - Term G - Annual Lve Post 17/8/93,6943.71
8078d7ea-e93f-4839-9a9d-07e36c4f9939,2019-12-29,50015418,P001 - Co. Super 9.5%,217.44
0f8fc83c-b430-4668-a479-8d8cfb49de49,2018-05-06,1963,1 - Normal,3467.59
0f8fc83c-b430-4668-a479-8d8cfb49de49,2018-05-06,1963,P001 - Co. Super 9.5%,329.42
ef6416b8-7da0-416d-bf52-8dca67a169e1,2018-05-06,1963,A115 -  Incentive,432.76
ef6416b8-7da0-416d-bf52-8dca67a169e1,2018-05-06,1963,P001 - Co. Super 9.5%,41.11
ef6416b8-7da0-416d-bf52-8dca67a169e1,2018-05-06,1963,DMTX - AUS marginal Tax,169.0
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,1 - Normal,3707.36
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,2 - O/T 1.5,1908.2
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,13 - Public Hol,436.16
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,A012 - Pager/On call,299.88
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,A042 - L - TRAVEL ALLOWANCE,180.0
7f8fe864-a2c9-4a99-b1fd-509b007bb49f,2018-05-06,2355,P001 - Co. Super 9.5%,393.63
92c31099-ca06-43e5-bff7-a7de073dc7af,2018-05-06,50015418,1 - Normal,3468.83
92c31099-ca06-43e5-bff7-a7de073dc7af,2018-05-06,50015418,10 - Annual Lve,650.4
92c31099-ca06-43e5-bff7-a7de073dc7af,2018-05-06,50015418,A010 - Lve Ldg 17.5%,113.82
92c31099-ca06-43e5-bff7-a7de073dc7af,2018-05-06,50015418,P001 - Co. Super 9.5%,391.33
3252c2ea-16bf-4d4c-bb13-6ae2cdfcf726,2018-05-06,50015418,A115 -  Incentive,1740.38
3252c2ea-16bf-4d4c-bb13-6ae2cdfcf726,2018-05-06,50015418,P001 - Co. Super 9.5%,165.34
3252c2ea-16bf-4d4c-bb13-6ae2cdfcf726,2018-05-06,50015418,DMTX - AUS marginal Tax,679.0
8e36f2c4-7062-4ee6-b44d-a3f670ec3ed9,2018-06-03,1963,1 - Normal,3467.59
8e36f2c4-7062-4ee6-b44d-a3f670ec3ed9,2018-06-03,1963,P001 - Co. Super 9.5%,329.42
51e61bf0-1dca-4e4b-b40a-f64582b92064,2018-06-03,2355,1 - Normal,4143.52
51e61bf0-1dca-4e4b-b40a-f64582b92064,2018-06-03,2355,2 - O/T 1.5,2235.32
51e61bf0-1dca-4e4b-b40a-f64582b92064,2018-06-03,2355,A012 - Pager/On call,149.94
51e61bf0-1dca-4e4b-b40a-f64582b92064,2018-06-03,2355,A042 - L - TRAVEL ALLOWANCE,180.0
51e61bf0-1dca-4e4b-b40a-f64582b92064,2018-06-03,2355,P001 - Co. Super 9.5%,393.63
b89e6597-a7ca-4c5c-8313-68c367ac00c9,2018-06-03,50015418,1 - Normal,3794.03
b89e6597-a7ca-4c5c-8313-68c367ac00c9,2018-06-03,50015418,10 - Annual Lve,325.2
b89e6597-a7ca-4c5c-8313-68c367ac00c9,2018-06-03,50015418,A010 - Lve Ldg 17.5%,56.91
b89e6597-a7ca-4c5c-8313-68c367ac00c9,2018-06-03,50015418,P001 - Co. Super 9.5%,391.33
d5e10b32-1ba2-463e-9591-4bbc5971b75e,2018-12-16,2355,1 - Normal,4143.52
d5e10b32-1ba2-463e-9591-4bbc5971b75e,2018-12-16,2355,2 - O/T 1.5,2153.54
d5e10b32-1ba2-463e-9591-4bbc5971b75e,2018-12-16,2355,A012 - Pager/On call,149.94
d5e10b32-1ba2-463e-9591-4bbc5971b75e,2018-12-16,2355,A042 - L - TRAVEL ALLOWANCE,120.0
d5e10b32-1ba2-463e-9591-4bbc5971b75e,2018-12-16,2355,P001 - Co. Super 9.5%,393.63
d9450812-952c-4160-99be-cd4b9ca29e9d,2018-12-16,50015418,10 - Annual Lve,4222.2
d9450812-952c-4160-99be-cd4b9ca29e9d,2018-12-16,50015418,A010 - Lve Ldg 17.5%,738.88
